User,Followers
ericbbraga,"['arthuralvim', 'favasconcelos', 'frankjuniorr', 'andremelo87', 'andremion', 'pranavlathigara', 'Shur-Lin', 'tamiresa', 'mirshahbazi', 'jbalves', 'KodiMadhavarao']"
dapine,"['miaindia', 'angusshire', 'diogo07', 'brunocasanova', 'cusspvz', 'gabrielpconceicao', 'mikegwhit', 'evinw', 'maquinoluan', 'Linux-Player', 'dalinhuang99']"
rcbop,"['alvarojoao', 'angusshire', 'androidcode33', 'violivei', 'Linux-Player', 'carloseachaves', 'dalinhuang99', 'mstraughan86', 'vkandola', 'EclipseMain', 'rftHusn']"
eron93br,"['rhvm', 'pauloromeira', 'mfrr', 'presleyreverdito', 'gvictor00', 'agaelema', 'DvdMgr', 'mstraughan86', 'giobauermeister', 'ArthurLCastro', 'rat']"
Juniorlimaivd,"['izaeleffemberg', 'lcfpadilha', 'hugombarreto', 'aghigo', 'eltonfs', 'ladsong', 'CarlosPena00', 'jeronimobs', 'iillx', 'lomcin', 'damorim']"
andreldm,"['mulatinho', 'thiagocarisio', 'moisespalma', 'vivisousa', 'FabioAguiar', 'jpms2', 'paulobsa', 'tiagolo', 'c-sanchez', 'ricardobiehl', 'cesarbruno16']"
paulomenezes,"['luizlago', 'renatohlf', 'fjmartins', 'luizfranca', 'horaciojcfilho', 'kenethy', 'camilecampos', 'mstraughan86', 'wallsmanBR', 'CarlosRodrigo', 'ros3cin']"
debscorreia,"['renatooliveira', 'alvarojoao', 'fernandolins', 'shawnblue', 'beatrizuezu', 'quatroka', 'thulioph', 'eduardo-melo', 'orlandosaraivajr', 'wellmotta', 'dennys-bd']"
juliosmelo,"['gileno', 'jamersonsilva', 'rafaelqueiroz', 'luish', 'arthuralvim', 'jadsonsol', 'thulioph', 'sfilhu', 'pedrowborges', 'vvirumbi', 'kkar']"
RobsonCN2015,"['mensonones', 'jacquesnier', 'LuanPereiraLima', 'AllefLobo', 'amarildobarros', 'CarlosQuixada', 'mstraughan86', 'srcmaxim', 'Vermisse', 'EclipseMain', 'rftHusn']"
lubarinobr,"['jadsrocha', 'witerbino', 'GutenbergCarlos', 'WgCarlos', 'yankasantos', 'JohnsonMauro', 'JeanDuarte00', 'iltonkp', 'larislav', 'victorhsanjos', 'joelnetodev']"
filipewl,"['sergiofontes', 'guiocavalcanti', 'RobertoBarros', 'embs', 'tacsio', 'cusspvz', 'gvc', 'lbrito1', 'nelsonic', 'duduribeiro', 'milladekilla']"
leoreinaux,"['angusshire', 'khurama', 'wagnerfs1989', 'KevinHock', 'macm3', 'happyhero0', 'Kick1986', 'hoangton', 'flaviod', 'sejas']"
thiagoprazeres,"['Chucky122', 'cusspvz', 'ivanknow', 'VagrantStory', 'Gustavomagalhaes', 'bitDragan', 'leuthier', 'lysik', 'joaolucasbig', 'dalinhuang99']"
misawsneto,"['mtatheonly', 'kellyton', 'eduardocruz', 'zarinfam', 'cusspvz', 'angusshire', 'vrcca', 'adrianobarros', 'arthurtaborda', 'wagnerpaxs']"
douglas-queiroz,"['mstred', 'jadsrocha', 'GustavoRSBarbosa', 'MoraisIgor', 'martinfontaine', 'haroldogtf', 'allanragec', 'AlexSoaresDeSiqueira', 'thulioph', 'jhdavino']"
raony,"['thiagoarrais', 'Billybob', 'paolocarrasco', 'rasoliveira', 'filipeximenes', 'marcwebbie', 'KevinHock', 'jonatas', 'pr0d1r2', 'duduribeiro']"
meirinaldojunior,"['walison17', 'ricardoesperidiao', 'Anpix', 'Bunlong', 'jhonesgoncal', 'unebdeveloper', 'jamesgeorge007', 'rftHusn', 'Iharss', 'iSuperMostafa']"
adilsonchacon,"['thiagoarrais', 'rochax', 'reginato', 'espreto', 'm0nad', 'lipse', 'ahmetabdi', 'angusshire', 'KevinHock', 'minsle']"
citiufpe,"['rvlb-19', 'ViniciusTV', 'eduardolsneto2', 'vanessa', 'danvf', 'amandasavluchinske', 'caroolpmelo', 'ehammo', 'EmersonVictor', 'alnp']"
rsarai,"['edu-bot', 'githubgirls', 'huang11055', 'mariCampos', 'assj', 'rodolfovile', 'chocoelho', 'cristianounix', 'lucassklp', 'vanessa', 'amandasavluchinske']"
andremelo87,"['ericbbraga', 'andremion', 'pranavlathigara', 'charlenopires', 'Shur-Lin', 'favasconcelos', 'selimdoyranli', 'tcostam', 'minsle', 'KodiMadhavarao']"
caiocaladoo,"['DirleiDionisio', 'tbbruno', 'igorlira', 'jessica-rmo', 'lucasbiagini', 'igormatos', 'zunairmushtaq', 'pnasc', 'mguilhermetavares', 'thiagopart']"
Artrogeno,"['MandyBe', 'edigomes', 'yankasantos', 'AizaCoutinho', 'Farelo', 'fabipriscila', 'adellylima', 'italobarrosv', 'suellencarvalho', 'contentMvds']"
luizlago,"['JoaoGFarias', 'gcaraciolo', 'rubens73', 'drscaon', 'renanoaraujo', 'lpmourato', 'paulomenezes', 'Mucilon', 'tuliohmendes', 'liphvf']"
favasconcelos,"['jalexc', 'luizbraga', 'ericbbraga', 'frankjuniorr', 'andremelo87', 'andremion', 'Shur-Lin', 'tamiresa', 'renatojoa', 'cenaion']"
DanBrV,"['cusspvz', 'brunocasanova', 'angusshire', 'arduanov', 'VagrantStory', 'perfettiful', 'pisual', 'JeorgeMatt', 'MohammadRazaSEO', 'mstraughan86']"
flpn,"['KleyYelk', 'Eduardo123Andrade', 'FellipePires', 'renatobertolino', 'Jonathannl2', 'jurandircastro', 'gustavomeloGH', 'gabrielteodosio', 'koodaa', 'joaohenriqu4']"
leonardopaiva,"['thulioph', 'rodoherrera', 'nrayann', 'brunocasanova', 'cusspvz', 'angusshire', 'sfilhu', 'diiegocavalcanti', 'jpruiz114', 'ferreirabdiego']"
grodrigues,"['brunocvcunha', 'Vermisse', 'sam0hack', 'jbwestphal', 'mstraughan86', 'talitaoliveira', 'Srubens', 'rafaelporfirio', 'drcabral', 'rftHusn']"
dnloliveira1,"['rspds', 'amandafilizola', 'cajubavictor', 'thiagom123', 'connorhart', 'efrlima', 'marcosliraa', 'KewinLima', 'marcusvinf', 'ortro']"
dudurocha,"['filipeximenes', 'luisgabriel', 'felipefarias', 'brunocoelho', 'renatooliveira', 'jhash', 'irgmedeiros', 'fernandolins', 'arthuralvim', 'angusshire']"
hfbassani,"['gabriel-bandeira', 'phbraga', 'lhcavalcanti', 'heitorrapela', 'renatoosousa', 'bebetocf', 'CarlosPena00', 'lomcin', 'Juniorlimaivd', 'goncamateus']"
isabarros,"['renatooliveira', 'Bouckaert', 'fernandolins', 'mateusgrb', 'vanessagl2', 'alvarojoao', 'angusshire', 'embs', 'roselmamendes', 'eduardo-melo']"
wylliams,"['manoelfgneto', 'ozair1910', 'RikDaniel', 'MarcoUpe', 'iagorichard', 'juniord23', 'biancamoreira93', 'dacio1', 'MatthewMartins', 'cb130felix']"
gpb,"['daniellqueiroz', 'brenocunha', 'rochax', 'espreto', 'm0nad', 'marcelomf', 'angusshire', 'idan89', 'alexoslabs', 'KevinHock']"
wwcoderecife,"['lumaVitorino', 'thaisfreitas', 'luCastro', 'veridianaMelo', 'BelinhaIsis', 'simoneas02', 'jucylene', 'jordanamorais', 'andrezaleite', 'joaopaulosama']"
yeltsin,"['raisen', 'alkah3st', 'angusshire', 'brunocasanova', 'VagrantStory', 'toxtli', 'Linux-Player', 'ykaaouachi', 'marknemesis']"
guilhermebm,"['fjsj', 'thiagodiniz', 'rodrigues', 'filipeximenes', 'pedroaranha', 'Siffert', 'angusshire', 'ParinVachhani', 'andrebuarque']"
thiago-cavalcanti,"['azheng1984', 'STRd6', 'thiagovidal', 'cusspvz', 'brunocasanova', 'Linux-Player', 'JacobMisirian', 'dalinhuang99', 'SurfaceB00k']"
pernambucano,"['arthuralvim', 'dalmago', 'adslima', 'fagnerlima', 'brunabaudel', 'naylapaixao', 'tdex', 'leoamf', 'AndreAlbuquerque9']"
cauannelinhares,"['MatheusFreitag', 'marcosfmmota', 'marquesVF', 'edogardo', 'diegotavarez', 'cosmonautd', 'MarceloAV', 'Drakmord2', 'kalecio']"
AlexSoaresDeSiqueira,"['victorpluna', 'angelovictor', 'skywalkerluc', 'douglas-queiroz', 'leoamf', 'lisansouza', 'fabiobonina', 'viniciuscoscia', 'marknemesis']"
ezequias,"['rpepato', 'vmachuca', 'Zer0Root', 'TylerDev905', 'miquias', 'roloberto', 'cld-santos', 'aamiralahazan', 'LucasSoaresRibeiro']"
dennys-bd,"['tdex', 'djadrianodez', 'petermademann', 'diogenesmelo', 'nandexmetal', 'willfelix', 'RamonCarvalho02', 'BrunooMachadoo', 'KleberDarlan']"
tacionery,"['joaocalixto', 'lucasmartins', 'giorgiosaints', 'angusshire', 'VagrantStory', 'JeorgeMatt', 'rrcosta', 'mstraughan86', 'vkandola']"
diego1araujo,"['rafaelfreire83', 'dydx', 'angusshire', 'allanfreitas', '270399', 'chrisburton', 'krissnawat', 'fridzema', 'blossomblast']"
chicofilho,"['luandduarte', 'filipe0513', 'filipeximenes', 'luisgabriel', 'cristianomad', 'meiralins', 'jhrocha', 'MichalPaszkiewicz', 'denismaciel']"
gabrielteodosio,"['FellipePires', 'gustavomeloGH', 'MarceloKabbalah', 'Walber2903', 'jean-rar', 'cesarnascimento', 'flpn', 'Jonathannl2', 'Burnsedia']"
aperrelli,"['luiztiago', 'charlenopires', 'Sisay25', 'ajsb85', 'cleydyr', 'igocoelho', 'jordanamorais', 'minsle', 'akinhwan']"
phbraga,"['imtikon', 'tuliohmendes', 'CarlosPena00', 'Juniorlimaivd', 'bebetocf', 'lomcin', 'lhcavalcanti', 'heitorrapela', 'cstiano']"
jpaulorio,"['arianmaykon', 'dobau', 'wesleyalcoforado', 'marcwebbie', 'roselmamendes', 'MichalPaszkiewicz', 'vrcca', 'educharlie', 'ayr-ton']"
paulinhoerry,"['djtulioo', 'guilhermefarias', 'felladrin', 'grodrigues', 'rogodev', 'JoseCage', 'thiagoaymar', 'imandyie', 'deppbrazil']"
johanngomes,"['taisedias', 'roselmamendes', 'shyba', 'gprestes', 'nicolastrres', 'MichalPaszkiewicz', 'edu-bot', 'tnaires', 'abmaelsantos']"
sjcostaneto,"['AmandaOlb', 'EdypoSilva', 'ramonsantos', 'raiarruda', 'FlviioG', 'mstraughan86', 'jrafaelsantana', 'italopessoa', 'joaoantoniocn']"
gillianomenezes,"['angusshire', 'shanmukh11', 'riyasmohamedmr', 'VagrantStory', 'andersonberg', 'Linux-Player', 'joaopaulosama', 'dalinhuang99', 'heliobentzen']"
bebetocf,"['renatoosousa', 'CarlosPena00', 'goncamateus', 'OtacilioN', 'cstiano', 'heitorrapela', 'lomcin', 'Juniorlimaivd', 'lhcavalcanti']"
MarcusDEFGH,"['alecarneiro1993', 'pedrobpio', 'fabriciorby', 'jonatassales', 'vinacovre', 'victorpre', 'freddy556', 'matheuslins', 'iuryxavier']"
luishmelo,"['victorsilva20', 'peaonunes', 'TomasArruda', 'CarlosRodrigo', 'jeandersonbc', 'gildaswise', 'danieldsf', 'henriquenasc', 'nfultz']"
antoniosj,"['andrefilipesz', 'AbrantesMar', 'luanamartins', 'felipenoris', 'eduardo-melo', 'mangelis', 'btalyta', 'elviobg', 'Bunlong']"
cassiolpaixao90,"['diiegocavalcanti', 'fehaa', 'sillasleal', 'rodolfoestevam', 'willanythayse', 'filipeepifaniodeoliveira', 'izaiasavila', 'andrenoberto', 'tenorius']"
lhew,"['brunosouza', 'voulta', 'juliocavalcanti', 'jmignac', 'Kaushaya', 'mcanthony', 'rayana', 'luizpaulogodoy', 'patomarques']"
williambeto,"['mirjahal', 'cusspvz', 'ahmetabdi', 'VagrantStory', 'eihror', 'huanchicayd', 'mstraughan86', 'julihermes', 'EclipseMain']"
luizfranca,"['giovannipcarvalho', 'suzanasaraiva', 'mushi720', 'CarlosRodrigo', 'camilecampos', 'paulomenezes', 'mariaeduardarebelo', 'larissalages', 'TcFalcao']"
adelmojnr,"['fabiomrd', 'afonsopacifer', 'renatonascalves', 'gkal19', 'Walteann', 'duboviy', 'rafaelporfirio', 'avitordev', 'wellingtongeek']"
pianolab,"['djalmaaraujo', 'luizpaulo165', 'zhang93419', 'Denisbeder', 'jeffysonr', 'nrayann', 'leonardopaiva', 'diiegocavalcanti']"
KewinLima,"['galvaoisabella', 'cleomenes', 'rodrigojulianib', 'Sidney14', 'victorrolim', 'cajubavictor', 'marcosliraa', 'GuilhermeSchmalz']"
igoriols,"['brunofarache', 'henriquemenezes', 'nhpatt', 'brunovpl', 'gabiduarte', 'diogo-lins', 'dalinhuang99', 'LowApe']"
filipeluiz,"['angusshire', 'cusspvz', 'gabrielpconceicao', 'mikegwhit', 'riyasmohamedmr', 'fecalemos', 'raisiqueira', 'cleydyr']"
wellington16,"['Miicchhel', 'gida17', 'brunosan7os', 'clodoalvesjr', 'MichalPaszkiewicz', 'flushedlucas', 'leuthier', 'ItzLevvie']"
JohnsonMauro,"['lubarinobr', 'WgCarlos', 'XorAndre', 'simoneas02', 'higordiego', 'rogerin', 'joelnetodev', 'talitaoliveira']"
luizpaulogodoy,"['jmignac', 'brunoocasali', 'celso-wo', 'giorgiosaints', 'thnery', 'caiobarbosa', 'tcostam', 'felipecbarelli']"
marcocarnut,"['m0nad', 'lipse', 'ahmaddoski145', 'henriquemenezes', 'sequoiar', 'rochax', 'fadamiao', 'marcialvieira']"
Masterfoni,"['frog789', 'TheKoala', 'joaopaulosama', 'Danilopsilva', 'ThomasSousa96', 'JhonattasFerreira', 'phcp', 'valterh4ck3r']"
tcostam,"['Siffert', 'm0nad', 'henriquemenezes', 'liphvf', 'andremelo87', 'thnery', 'luizpaulogodoy', 'opengiineer']"
lbrito1,"['embs', 'djoldman', 'sergiofontes', 'eihror', 'KevinHock', 'gvc', 'filipewl', 'sabunt']"
MauricioLimaJR,"['diegonvs', 'theeam', 'itsmealves', 'adoniasluna', 'vitoriapena', 'eunaka', 'latreta', 'marknemesis']"
lvrma,"['t0rr3sp3dr0', 'peaonunes', 'Nuneshere', 'lams3', 'adecarli', 'davidmarccos', 'LeonardoGaldino', 'SergioTTF']"
Allansantosdefreitas,"['Jonathanifpe', 'alinepinheiroifpe', 'alsmoreira', 'JoaoVictorBarbosa', 'ital0amorim', 'davydadriel', 'LuisinhoHN', 'andersonpe']"
ronaldoveras,"['guilhermefarias', 'simoneas02', 'adsonb87', 'JeffLLima', 'ViniFlira', 'veronicaglima', 'selimdoyranli', 'pgomes22']"
fernandopereira,"['antonio55', 'GeneseLessa', 'araujoraphael', 'thaisbione', 'danilosoares', 'mjacobus', 'brunnogomes', 'KevinHock']"
ThiagoAugustoSM,"['denislopesmoura', 'OtacilioN', 'heitorrapela', 'Leviterus', 'ovictoraurelio', 'SteffanoP', 'Natan19', 'gabrielrufino']"
thiagotargino,"['djalmaaraujo', 'evertondh', 'luiztiago', 'vicainelli', 'hilbersongilo', 'gabrielpconceicao', 'brunocasanova', 'luizbatista']"
allanragec,"['douglas-queiroz', 'llac78', 'victorlaerte', 'feliperp-81', 'alexpessoajr', 'phcp', 'camisLuisa', 'akinhwan']"
carvalhodj,"['peticormei', 'vmms16', 'UdneyCarvalho', 'joaovitor7', 'Onnion', 'romeroclaudino', 'romilson8', 'belcsantiago']"
patomarques,"['esdrascavalcs', 'douglascabral', 'Linux-Player', 'limatheus', 'az090000', 'nfultz', 'dalinhuang99', 'mstraughan86']"
lucianowolf,"['lauromoura', 'luisgabriel', 'lipse', 'nickdiego', 'IconsEdged', 'ahmetabdi', 'thiagolacerda', 'sibelius']"
filipe0513,"['luandduarte', 'filipeximenes', 'patrickrbc', 'Siffert', 'fjsj', 'chicofilho', 'denismaciel']"
tmoura10,"['leonardowf', 'gitcarlosandrade', 'LidiaYoshino', 'gabriellisboa', 'LowApe', 'bruno-ortiz', 'helton-isac']"
felipealencar,"['ArthurNovaes', 'jhrocha', 'thiagoramos23', 'Juninhoz', 'JoaoGabrielM', 'MichalPaszkiewicz', 'ItzLevvie']"
giovannipcarvalho,"['BrunoTabosa', 'CarlosRodrigo', 'luizfranca', 'suzanasaraiva', 'mtso', 'domingos108', 'LangYanzh']"
tobiasparaiso,"['paulorec', 'alexpessoajr', 'nathalyas', 'interaminense', 'victorlaerte', 'mstraughan86', 'ramon-v']"
luanoliveira1992,"['jfranciscos4', 'mirjahal', 'vrcca', 'deivisondfs2', 'icomfc', 'esdras-pitang', 'RenatoFranca']"
Vitor0liveira,"['lauriavictor7', 'luhanlacerda', 'Mavbraz', 'rodolfoestevam', 'Luizdidier', 'iagobelo', 'MatheusSouza12']"
fjmartins,"['fabioxd20', 'studiozeroseven', 'estefanegrese', 'paulomenezes', 'JrNascimento', 'pacefico', 'gustavomeloGH']"
albertmourato,"['wba25', 'LeonardoGaldino', 'ehammo', 'igormatos', 'diegonvs', 'phcp', 'victorlaerte']"
estevaocm,"['Perruci', 'thiagoarrais', 'LF76', 'tuberculo', 'gerardbosch', 'l00pz123', 'marknemesis']"
tvarjao,"['jacksonpires', 'filipevarjao', 'edsonalves', 'RonierisonMaciel', 'angusshire', 'tassiogoncalves', 'dalinhuang99']"
arineto,"['CarlosBonetti', 'arthuralvim', 'vitroz', 'matheuslins', 'chocoelho', 'filipeximenes', 'pauloromeira']"
elidioxg,"['rafaelfvcs', 'leandromet', 'GeoGroup', 'Programming76', 'mmramos', 'az090000', 'tiagomgeo']"
fehaa,"['ahmetabdi', 'fnipo', 'WandersonAlves', 'cassiolpaixao90', 'dplewis', 'andrenoberto', 'vinyfalcao']"
fecalemos,"['prbrazil', 'felipedealbuquerque', 'filipeluiz', 'selimdoyranli', 'rjcfj', 'mstraughan86', 'cenaion']"
valterh4ck3r,"['rhaissasantos', 'felipecbarelli', 'ThomasSousa96', 'Danilopsilva', 'llamarck', 'nunesdaniel', 'alsmoreira']"
brunapvasconcelos,"['Reddstar', 'leuthier', 'bernardojr123', 'jorgepauloS', 'arianalima', 'lemosevele', 'Pcdajr']"
viniciusgalvao,"['luiztiago', 'dimasik9081', 'raloliver', 'angusshire', 'dmente03', 'KevinHock', 'dalinhuang99']"
joaozig,"['gersonthiago', 'andreninoff', 'fabriciohendrix', 'chetanspeed511987', 'marcelocost', 'rodrigopaiva', 'tcostam']"
ianlucas,"['cusspvz', 'angusshire', 'Mati365', 'matheusdsm', 'Srijancse', 'ostcrom', 'dalinhuang99']"
PedroRossi,"['Nuneshere', 'gabrielvmelo', 'LeonardoGaldino', 'RamonSaboya', 'davidmarccos', 'jvvosantos', 'joaopedroxavier']"
medeirosrod,"['rodrigomuniz', 'ricardomariz', 'adrianomelo', 'frankjuniorr', 'haroldogtf', 'jonathanslima', 'filipe-torres']"
rennanmoura1990,"['marcus817', 'guilhermebrandao', 'tonnyvx', 'rotiliob', 'crisfmartinelli', 'PedroLimaHS', 'laisvidoto1994']"
matheuslins,"['JonnatasCabral', 'lucasbr023', 'victorfsf', 'pauloromeira', 'iuryxavier', 'Rielson-Leandro', 'abmaelsantos']"
Bonifacio2,"['rimenes', 'yurimalheiros', 'fernandobrito', 'rasoliveira', 'RobertBornemann', 'jlucasps', 'Fluen']"
rbm4,"['mangueBit', 'LGR3', 'jorgepauloS', 'KevinHock', 'rafamoohtech', 'brunoguerra', 'leoschet']"
andersonberg,"['filipeximenes', 'gillianomenezes', 'marcosa2015', 'dalinhuang99', 'DavisonBerg', 'montenegrodr', 'heliobentzen']"
jamessonfaria,"['RobertoPereiraRibeiro', 'marceloamjr', 'graubassauro', 'felipecbarelli', 'CristianoKleberFonseca', 'daniel0br', 'ewertonews']"
aeciovc,"['Jubastic', 'binhoferreira1994', 'JoannaMaressith', 'matheusnascgomes', 'CaladoLucas', 'Eviomarcio', 'ovflowd']"
brunosouza,"['rodrigomuniz', 'eduardojvrocha', 'medeirosrod', 'rodrigopaiva', 'luiztiago', 'luizbatista', 'KevinHock']"
pethersilva,"['tuliohmendes', 'shankx50', 'wanessaglima', 'justinharringa', 'haroldogtf', 'enilapb', 'oxesoft']"
niltonheck,"['tganzarolli', 'ivanknow', 'angusshire', 'AJS99', 'Oroneki', 'lysik', 'KevinHock']"
diogobrsantos,"['matheuscmpm', 'dragondiego7', 'soikmd2', 'deyvisonrochaidealizza', 'deyvisonrocha', 'RenatoFranca', 'karmakumar']"
macm3,"['peaonunes', 'rcalegario', 'mangueBit', 'rafaellsma', 'caroolpmelo', 'LeonardoGaldino', 'petinformatica']"
dgmneto,"['Trakton', 'peaonunes', 'ruybrito106', 'cb16', 'rcalegario', 'macm3', 'LeonardoGaldino']"
gppeixoto,"['vinimoraesrc', 'dcms2', 'LucasIME', 'jpedrocm', 'arthuralvim', 'davidmarccos', 'peaonunes']"
consensotec,"['moisespalma', 'vivisousa', 'brunooliveira', 'wellingtonasilva', 'charlenopires', 'sabrinagmcruz', 'joaofds']"
ricardowendell,"['marcwebbie', 'roselmamendes', 'rasoliveira', 'tassiaspinelli', 'mauriciovieira', 'cv', 'edu-bot']"
wfsneto,"['antonio55', 'deyvisonrocha', 'julihermes', 'nrayann', 'tchellosilveira', 'EletroHumano', 'carlosjuchoa']"
tonidas,"['jslack', 'thiago182', 'yagonobre', 'Cisneiros', 'ottony', 'peaonunes']"
victoraldabalde,"['chetanspeed511987', 'marcelocost', 'rodrigopaiva', 'angusshire', 'MichalPaszkiewicz', 'nfultz']"
MiniMarvin,"['MichaelBarney', 'KilnerJhow', 'Leviterus', 'OtacilioN', 'SteffanoP', 'GabrielVanderlei']"
amandasavluchinske,"['rvlb-19', 'alnp', 'ehammo', 'vanessa', 'reiarthur', 'matagus']"
thiagofranca,"['schatteleyn', 'tnaires', 'italobarboza', 'bestafubana', 'joao-batista', 'choliveira84']"
marcoshmendes,"['apandrade', 'gabrielgpa', 'lucianojsjr', 'Pe-Ferreira', 'arthurmichel', 'raphaelramalho']"
klebercode,"['luanfonceca', 'juniorbrasil', 'irgmedeiros', 'cusspvz', 'angusshire', 'rafaelporfirio']"
MayaraCastro,"['R3turnZ3r0', 'Thyerry', 'lizandraligia', 'diegopatrik', 'Agostinh0', 'mateuschaves']"
renvicente,"['cleomenes', 'Sidney14', 'OtacilioN', 'victorrolim', 'akihito13', 'marcosliraa']"
sfilhu,"['Ogilvy-Frontend', 'sergioramosfilho', 'arthuralvim', 'victorpluna', 'diiegocavalcanti', 'jgabriellima']"
joelnetodev,"['JohnsonMauro', 'leeashley', 'EduardoLima806', 'lubarinobr', 'dmop', 'luizhenriquesoares']"
eltonrufino,"['c1e7', 'gilmariopereira', 'tdex', 'eduardobaia', 'ramonsantos', 'adslima']"
jaimenejaim,"['matequeiroz', 'douglaszuqueto', 'insaneresearcher', 'rohithadassanayake', 'frednora', 'wongkevinmanuel']"
tancredosouza,"['rcag2', 'igormp', 'vtcb', 'AugustoQueiroz', 'ovictoraurelio', 'Juniorlimaivd']"
joelcipriano,"['fernandosouza', 'brunocasanova', 'gabrielpconceicao', 'cusspvz', 'angusshire', 'caionovaes']"
marcelolima,"['vitoralb', 'patrickrbc', 'luisgabriel', 'leovca', 'matheusmlessa', 'luivilella']"
digounet,"['charlenopires', 'DavidMilberg', 'gfreivasc', 'mstraughan86', 'rlindoso', 'gustinoco']"
antoniocorreia,"['filipeximenes', 'guilhermepaiva', 'clausiobarbosa', 'CaroolSantos', 'felipedemacedo', 'baartho']"
jmignac,"['jampafm', 'iuribrito', 'dborzov', 'luizpaulogodoy', 'thnery', 'BenMorganIO']"
gabrieldluca,"['claudiopacheco', 'vitorlima-vl', 'insaneresearcher', 'marknemesis', 'acl5', 'eliezerpedro']"
tpmarcs,"['D132', 'cusspvz', 'MichalPaszkiewicz', 'lpmourato', 'hamorim', 'dalinhuang99']"
marlosin,"['mateusrevoredo', 'cusspvz', 'gabrielpconceicao', 'rayana', 'angusshire', 'frenetic']"
ivanAndrade,"['fernandosouza', 'deyvisonrocha', 'eduardomelo', 'lucascmelo', 'luiztiago', 'luizbatista']"
fernandofragoso,"['ivamacio', 'vrcca', 'cusspvz', 'MichalPaszkiewicz', 'heliobentzen', 'dplewis']"
Rafaziz,"['rafachriste', 'Brunaicastro', 'Mechanichs', 'mayarajuvencio', 'Ewertongsantos', 'gabrielaqueiroz']"
felipebonezi,"['gearlles', 'Nosbielc', 'alvarodearaujo', 'sibelius', 'CodeCosta', 'haroldogtf']"
Leviterus,"['ThiagoAugustoSM', 'ovictoraurelio', 'romildojuliano', 'LGR3', 'SteffanoP', 'GabrielVanderlei']"
raphaelmonte,"['sinkmvc', 'ricardoteix', 'leleofg', 'Drakmord2', 'islanilton', 'marknemesis']"
camilacnery,"['thspinto', 'ehkasper', 'miguelperes', 'camilatigre', 'fernandosouza', 'anthonnygm']"
spider8,"['fabiiomariiano', 'alexdouglasfp', 'DiasDouglas', 'IFormiga', 'mariodev12', 'TomasMeneses']"
renatohlf,"['diegonvs', 'glpsp', 'itsmealves', 'SilvaDecio', 'paulomenezes', 'kalecio']"
erickjung,"['albinoneto', 'fnipo', 'gvlx', 'phbraga', 'hafah', 'dplewis']"
lpmourato,"['frankjuniorr', 'carloseduleal', 'luizlago', 'FranciscoMarinho', 'tuliohmendes', 'tpmarcs']"
felipesotero,"['renatooliveira', 'arthuralvim', 'fernandolins', 'pauloborges', 'filipeximenes', 'eduardo-melo']"
wagnerpaxs,"['lenilsonjr', 'engtom', 'adrianobarros', 'lcassiol', 'allancarlos123', 'andreatavares']"
davincif,"['RonaldTheodoro', 'brenor2', 'rbrenor2', 'renatodeyvson', 'hfxc', 'feliperfmarques']"
guilhermebrandao,"['rennanmoura1990', 'tonnyvx', 'maelygitay', 'marcus817', 'FernandoVeras', 'laisvidoto1994']"
carlosvictor,"['tuliohmendes', 'agogear', 'izaiasavila', 'rodrigonunesc', 'juliotobias', 'lucaspitang']"
rmd2,"['renatooliveira', 'fernandolins', 'embs', 'arthuralvim', 'alvarojoao', 'eduardo-melo']"
jefferson-lima,"['ramonsantos', 'paulinhoosfaya', 'adamesd1', 'ddefb', 'dalinhuang99', 'joaoantoniocn']"
megazord,"['marcospereira', 'apatzer', 'lalkhum', 'cusspvz', 'dalinhuang99']"
lapl,"['vinimoraesrc', 'tomersimis', 'dcms2', 'peaonunes', 'pazspm']"
danielcandidos,"['clodoalvesjr', 'Gustavomagalhaes', 'luizfranca', 'robugos', 'OtacilioN']"
mariojor,"['Paulo-Sergio', 'simoneas02', 'veridianaMelo', 'charlenopires', 'compliancesoftware']"
Asaffe,"['Nicollas21', 'joabr', 'nisakhairil', 'ViniciusAcioly', 'daividvasconcelosleal']"
diogo10,"['emilianocarvalho', 'CavalcanteR', 'silasalis', 'marco-jardim', 'rmxsantiago']"
saulobr88,"['Hardegon', 'yelken', 'Jeffguitar', 'ktquez', 'opengiineer']"
wba25,"['jcelsocosta', 'Yuridsm', 'hitallocavas', 'eduardoluiz7', 'phfcs']"
filipecalegario,"['jeraman', 'ferkrum', 'Gugui', 'frankjuniorr', 'KevinHock']"
figueredo,"['luisgabriel', 'bfsc', 'thiagolacerda', 'Miliox', 'FlavioCastroFilho']"
ArthurLCastro,"['Michelhsn', 'denislopesmoura', 'alsmoreira', 'HMLeao', 'marknemesis']"
hugobessa,"['renatooliveira', 'SuriyaaKudoIsc', 'lucaslsl', 'diegonvs', 'kingoodie']"
linhaplana,"['diogobrsantos', 'pedroboudoux', 'ahmetabdi', 'ovflowd', 'RenatoFranca']"
marcelogalvao,"['AntonioJOJunior', 'Allan019', 'xewertonfilipe', 'Avanaa', 'marknemesis']"
lucianojsjr,"['padraigoleary', 'EJuniorBCC', 'marcoshmendes', 'jonatanstem', 'raphaelramalho']"
Uirado,"['JamessonCheron', 'GabrielGCardoso', 'LuisFelipeBranco', 'paulobcruz', 'kilsongomes']"
iagoneresb,"['JunioorMoonte', 'Onnion', 'jmontejr', 'belcsantiago', 'dmop']"
